Timestamp,SceneName,CD_Ratio,IsGrabbed,LeftCtrl_PosX,LeftCtrl_PosY,LeftCtrl_PosZ,LeftCtrl_RotX,LeftCtrl_RotY,LeftCtrl_RotZ,RightCtrl_PosX,RightCtrl_PosY,RightCtrl_PosZ,RightCtrl_RotX,RightCtrl_RotY,RightCtrl_RotZ,Head_PosX,Head_PosY,Head_PosZ,Head_RotX,Head_RotY,Head_RotZ,TargetObj_PosX,TargetObj_PosY,TargetObj_PosZ,TargetObj_RotX,TargetObj_RotY,TargetObj_RotZ,EyeGaze_OriginX,EyeGaze_OriginY,EyeGaze_OriginZ,EyeGaze_DirX,EyeGaze_DirY,EyeGaze_DirZ,Gaze_DeviationAngle,IsGazeValid
0.1666,CoreSystemMain,0.500,0,-0.2167,0.5662,0.3258,335.30,294.03,66.83,0.1757,0.5730,0.3044,306.04,42.65,313.61,0.0559,0.9103,0.1548,5.68,7.69,1.88,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0559,0.9103,0.1548,0.1332,-0.0990,0.9861,26.15,0
0.1778,CoreSystemMain,0.500,0,-0.2172,0.5677,0.3225,337.18,292.94,68.04,0.1766,0.5728,0.3049,306.10,42.30,314.22,0.0560,0.9104,0.1547,5.65,7.71,1.85,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0560,0.9104,0.1547,0.1335,-0.0984,0.9861,26.13,0
0.1888,CoreSystemMain,0.500,0,-0.2172,0.5677,0.3205,339.11,292.18,69.25,0.1767,0.5727,0.3055,305.81,40.89,316.64,0.0561,0.9105,0.1547,5.58,7.73,1.82,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0561,0.9105,0.1547,0.1339,-0.0973,0.9862,26.08,0
0.2000,CoreSystemMain,0.500,0,-0.2174,0.5675,0.3182,340.94,292.33,70.61,0.1770,0.5729,0.3056,304.97,40.56,317.53,0.0562,0.9106,0.1547,5.51,7.73,1.80,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0562,0.9106,0.1547,0.1338,-0.0961,0.9863,26.02,0
0.2110,CoreSystemMain,0.500,0,-0.2176,0.5671,0.3159,341.91,293.21,71.83,0.1770,0.5728,0.3056,303.83,40.46,318.45,0.0563,0.9107,0.1547,5.46,7.71,1.77,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0563,0.9107,0.1547,0.1335,-0.0952,0.9865,25.96,0
0.2222,CoreSystemMain,0.500,0,-0.2176,0.5668,0.3137,342.41,294.09,72.73,0.1770,0.5727,0.3058,303.14,40.50,318.83,0.0563,0.9108,0.1547,5.43,7.69,1.75,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0563,0.9108,0.1547,0.1332,-0.0945,0.9866,25.92,0
0.2333,CoreSystemMain,0.500,0,-0.2178,0.5662,0.3117,341.80,295.64,73.13,0.1768,0.5727,0.3059,302.22,40.44,320.12,0.0564,0.9109,0.1546,5.40,7.69,1.72,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0564,0.9109,0.1546,0.1332,-0.0941,0.9866,25.89,0
0.2443,CoreSystemMain,0.500,0,-0.2178,0.5659,0.3098,341.74,296.14,73.50,0.1769,0.5728,0.3060,301.96,40.39,320.74,0.0564,0.9109,0.1545,5.39,7.68,1.69,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0564,0.9109,0.1545,0.1331,-0.0940,0.9866,25.89,0
0.2557,CoreSystemMain,0.500,0,-0.2174,0.5664,0.3080,338.40,296.72,70.08,0.1765,0.5725,0.3060,302.20,40.29,321.53,0.0565,0.9110,0.1545,5.36,7.69,1.66,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0565,0.9110,0.1545,0.1332,-0.0935,0.9867,25.87,0
0.2666,CoreSystemMain,0.500,0,-0.2164,0.5667,0.3068,336.57,296.42,67.93,0.1765,0.5725,0.3060,302.53,40.23,321.46,0.0566,0.9110,0.1544,5.34,7.70,1.66,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0566,0.9110,0.1544,0.1334,-0.0930,0.9867,25.86,0
0.2778,CoreSystemMain,0.500,0,-0.2150,0.5669,0.3055,334.60,295.69,66.08,0.1766,0.5726,0.3060,302.84,40.30,321.12,0.0567,0.9110,0.1543,5.32,7.71,1.67,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0567,0.9110,0.1543,0.1336,-0.0926,0.9867,25.85,0
0.2889,CoreSystemMain,0.500,0,-0.2125,0.5667,0.3052,331.91,293.80,64.85,0.1763,0.5726,0.3057,303.61,40.79,319.58,0.0568,0.9112,0.1543,5.24,7.73,1.68,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0568,0.9112,0.1543,0.1340,-0.0913,0.9868,25.80,0
0.3002,CoreSystemMain,0.500,0,-0.2109,0.5661,0.3040,330.59,292.73,65.10,0.1761,0.5726,0.3055,303.87,41.01,318.99,0.0569,0.9113,0.1542,5.16,7.76,1.68,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0569,0.9113,0.1542,0.1346,-0.0900,0.9868,25.75,0
0.3110,CoreSystemMain,0.500,0,-0.2096,0.5656,0.3032,329.63,291.91,65.41,0.1759,0.5724,0.3051,304.01,40.91,318.85,0.0570,0.9114,0.1542,5.09,7.80,1.69,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0570,0.9114,0.1542,0.1351,-0.0887,0.9869,25.71,0
0.3223,CoreSystemMain,0.500,0,-0.2086,0.5651,0.3015,329.13,291.42,65.18,0.1757,0.5723,0.3048,304.04,40.71,319.01,0.0570,0.9115,0.1541,5.03,7.82,1.70,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0570,0.9115,0.1541,0.1355,-0.0877,0.9869,25.68,0
0.3332,CoreSystemMain,0.500,0,-0.2070,0.5654,0.2997,329.45,290.41,64.69,0.1753,0.5722,0.3041,303.86,40.19,319.67,0.0571,0.9116,0.1540,4.98,7.85,1.73,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0571,0.9116,0.1540,0.1361,-0.0868,0.9869,25.65,0
0.3445,CoreSystemMain,0.500,0,-0.2065,0.5663,0.2983,329.78,290.18,64.85,0.1751,0.5722,0.3036,303.69,39.92,320.16,0.0571,0.9116,0.1539,4.94,7.87,1.76,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0571,0.9116,0.1539,0.1364,-0.0861,0.9869,25.62,0
0.3555,CoreSystemMain,0.500,0,-0.2064,0.5679,0.2959,329.87,290.11,66.16,0.1748,0.5723,0.3030,303.45,39.77,320.53,0.0571,0.9117,0.1540,4.89,7.88,1.80,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0571,0.9117,0.1540,0.1366,-0.0853,0.9869,25.59,0
0.3665,CoreSystemMain,0.500,0,-0.2070,0.5696,0.2933,329.34,290.39,70.31,0.1744,0.5723,0.3025,303.14,39.77,320.72,0.0570,0.9119,0.1539,4.83,7.87,1.85,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0570,0.9119,0.1539,0.1365,-0.0842,0.9871,25.51,0
0.3777,CoreSystemMain,0.500,0,-0.2063,0.5699,0.2897,328.16,290.46,72.44,0.1741,0.5722,0.3020,302.93,39.83,320.83,0.0570,0.9120,0.1539,4.75,7.88,1.88,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0570,0.9120,0.1539,0.1366,-0.0829,0.9872,25.43,0
0.3888,CoreSystemMain,0.500,0,-0.2048,0.5688,0.2865,325.57,289.96,74.21,0.1738,0.5722,0.3015,302.73,39.86,321.01,0.0570,0.9123,0.1538,4.62,7.87,1.93,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0570,0.9123,0.1538,0.1364,-0.0806,0.9874,25.29,0
0.3998,CoreSystemMain,0.500,0,-0.2033,0.5679,0.2834,323.25,289.67,74.62,0.1735,0.5722,0.3009,302.55,39.89,321.26,0.0569,0.9126,0.1537,4.47,7.85,1.99,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0569,0.9126,0.1537,0.1361,-0.0779,0.9876,25.12,0
0.4111,CoreSystemMain,0.500,0,-0.2020,0.5671,0.2810,321.25,289.93,73.66,0.1733,0.5721,0.3005,302.49,39.89,321.47,0.0569,0.9129,0.1536,4.28,7.84,2.04,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0569,0.9129,0.1536,0.1361,-0.0747,0.9879,24.94,0
0.4222,CoreSystemMain,0.500,0,-0.1992,0.5664,0.2761,318.02,291.22,70.19,0.1728,0.5718,0.2997,302.56,39.63,322.17,0.0568,0.9133,0.1536,4.13,7.81,2.10,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0568,0.9133,0.1536,0.1355,-0.0719,0.9882,24.75,0
0.4334,CoreSystemMain,0.500,0,-0.1974,0.5667,0.2727,317.05,292.79,68.72,0.1724,0.5714,0.2992,302.80,39.28,322.75,0.0567,0.9136,0.1536,3.94,7.80,2.10,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0567,0.9136,0.1536,0.1353,-0.0687,0.9884,24.56,0
0.4443,CoreSystemMain,0.500,0,-0.1987,0.5653,0.2698,316.71,295.73,67.72,0.1722,0.5708,0.2985,303.13,38.85,323.33,0.0567,0.9140,0.1535,3.77,7.77,2.13,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0567,0.9140,0.1535,0.1350,-0.0658,0.9887,24.37,0
0.4554,CoreSystemMain,0.500,0,-0.1987,0.5651,0.2661,316.33,296.88,68.11,0.1720,0.5705,0.2977,303.49,38.68,323.52,0.0565,0.9143,0.1535,3.65,7.74,2.13,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0565,0.9143,0.1535,0.1345,-0.0637,0.9889,24.22,0
0.4666,CoreSystemMain,0.500,0,-0.1983,0.5632,0.2630,315.98,295.98,69.51,0.1721,0.5703,0.2966,303.81,39.16,322.41,0.0564,0.9145,0.1533,3.55,7.71,2.13,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0564,0.9145,0.1533,0.1339,-0.0619,0.9891,24.08,0
0.4776,CoreSystemMain,0.500,0,-0.1967,0.5604,0.2598,315.51,294.20,70.00,0.1723,0.5702,0.2954,303.81,39.72,321.02,0.0562,0.9147,0.1532,3.48,7.66,2.13,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0562,0.9147,0.1532,0.1330,-0.0607,0.9893,23.95,0
0.4890,CoreSystemMain,0.500,0,-0.1953,0.5592,0.2571,315.03,293.56,69.93,0.1722,0.5701,0.2947,303.79,39.90,320.53,0.0561,0.9148,0.1530,3.41,7.59,2.13,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0561,0.9148,0.1530,0.1318,-0.0595,0.9895,23.81,0
0.4999,CoreSystemMain,0.500,0,-0.1911,0.5568,0.2538,315.92,291.95,68.17,0.1723,0.5696,0.2932,303.23,40.17,319.50,0.0559,0.9149,0.1528,3.33,7.51,2.10,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0559,0.9149,0.1528,0.1305,-0.0582,0.9897,23.66,0
0.5112,CoreSystemMain,0.500,0,-0.1898,0.5551,0.2515,315.98,292.08,67.58,0.1724,0.5693,0.2923,302.95,40.02,319.50,0.0557,0.9150,0.1526,3.26,7.44,2.04,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0557,0.9150,0.1526,0.1293,-0.0569,0.9900,23.52,0
0.5221,CoreSystemMain,0.500,0,-0.1870,0.5540,0.2504,317.06,293.38,68.27,0.1725,0.5681,0.2907,302.42,39.12,320.50,0.0554,0.9151,0.1526,3.21,7.37,1.95,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0554,0.9151,0.1526,0.1281,-0.0559,0.9902,23.40,0
0.5333,CoreSystemMain,0.500,0,-0.1854,0.5531,0.2480,316.92,293.46,68.37,0.1726,0.5676,0.2896,302.35,38.87,320.55,0.0552,0.9152,0.1525,3.14,7.30,1.87,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0552,0.9152,0.1525,0.1269,-0.0548,0.9904,23.27,0
0.5446,CoreSystemMain,0.500,0,-0.1828,0.5527,0.2466,319.30,293.40,70.19,0.1731,0.5667,0.2881,303.10,38.54,319.73,0.0551,0.9152,0.1525,3.09,7.24,1.78,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0551,0.9152,0.1525,0.1259,-0.0539,0.9906,23.17,0
0.5554,CoreSystemMain,0.500,0,-0.1810,0.5521,0.2441,320.03,293.24,70.91,0.1732,0.5663,0.2871,303.27,38.41,319.43,0.0549,0.9152,0.1524,3.05,7.21,1.71,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0549,0.9152,0.1524,0.1253,-0.0532,0.9907,23.09,0
0.5666,CoreSystemMain,0.500,0,-0.1793,0.5508,0.2428,322.76,291.98,72.48,0.1732,0.5667,0.2859,304.08,39.34,317.55,0.0548,0.9152,0.1522,3.01,7.16,1.67,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0548,0.9152,0.1522,0.1244,-0.0525,0.9908,23.01,0
0.5782,CoreSystemMain,0.500,0,-0.1773,0.5495,0.2408,323.82,291.29,72.98,0.1732,0.5671,0.2847,304.53,40.24,316.05,0.0547,0.9152,0.1522,3.00,7.12,1.66,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0547,0.9152,0.1522,0.1237,-0.0523,0.9909,22.97,0
0.5894,CoreSystemMain,0.500,0,-0.1749,0.5473,0.2389,324.32,290.65,72.76,0.1733,0.5681,0.2831,305.27,41.88,313.20,0.0547,0.9151,0.1520,2.99,7.08,1.69,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0547,0.9151,0.1520,0.1231,-0.0521,0.9910,22.93,0
0.6000,CoreSystemMain,0.500,0,-0.1729,0.5461,0.2367,324.36,290.65,72.71,0.1734,0.5685,0.2823,305.52,42.29,312.13,0.0547,0.9151,0.1519,2.97,7.06,1.69,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0547,0.9151,0.1519,0.1228,-0.0518,0.9911,22.91,0
0.6111,CoreSystemMain,0.500,0,-0.1705,0.5456,0.2333,320.71,293.55,67.05,0.1744,0.5699,0.2795,306.39,43.30,307.59,0.0547,0.9151,0.1517,2.91,7.06,1.71,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0547,0.9151,0.1517,0.1228,-0.0508,0.9911,22.85,0
0.6222,CoreSystemMain,0.500,0,-0.1686,0.5445,0.2306,319.34,294.74,64.74,0.1749,0.5702,0.2778,306.81,43.39,305.66,0.0548,0.9151,0.1515,2.85,7.07,1.72,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0548,0.9151,0.1515,0.1229,-0.0497,0.9912,22.80,0
0.6332,CoreSystemMain,0.500,0,-0.1657,0.5424,0.2266,316.66,296.76,61.27,0.1758,0.5704,0.2748,307.45,43.11,302.31,0.0548,0.9152,0.1513,2.75,7.07,1.73,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0548,0.9152,0.1513,0.1230,-0.0479,0.9913,22.72,0
0.6444,CoreSystemMain,0.500,0,-0.1649,0.5392,0.2239,314.28,297.89,58.28,0.1761,0.5709,0.2727,307.91,43.48,299.57,0.0549,0.9154,0.1512,2.62,7.05,1.74,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0549,0.9154,0.1512,0.1227,-0.0457,0.9914,22.60,0
0.6556,CoreSystemMain,0.500,0,-0.1625,0.5378,0.2215,311.87,297.30,55.39,0.1750,0.5723,0.2709,308.13,44.62,297.96,0.0549,0.9157,0.1510,2.46,7.00,1.74,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0549,0.9157,0.1510,0.1217,-0.0430,0.9916,22.42,0
0.6667,CoreSystemMain,0.500,0,-0.1604,0.5367,0.2203,309.43,295.27,52.70,0.1724,0.5748,0.2707,307.50,43.97,301.42,0.0549,0.9159,0.1509,2.34,6.94,1.72,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0549,0.9159,0.1509,0.1208,-0.0408,0.9918,22.26,0
0.6779,CoreSystemMain,0.500,0,-0.1585,0.5355,0.2181,308.17,295.26,50.78,0.1708,0.5773,0.2702,306.62,42.48,304.60,0.0549,0.9163,0.1509,2.22,6.85,1.65,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0549,0.9163,0.1509,0.1191,-0.0388,0.9921,22.07,0
0.6888,CoreSystemMain,0.500,0,-0.1569,0.5360,0.2182,306.69,291.84,50.55,0.1693,0.5792,0.2694,305.38,40.35,307.68,0.0549,0.9166,0.1507,2.16,6.76,1.58,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0549,0.9166,0.1507,0.1176,-0.0377,0.9923,21.92,0
0.7000,CoreSystemMain,0.500,0,-0.1550,0.5359,0.2163,306.38,291.34,50.52,0.1689,0.5799,0.2687,304.79,39.43,308.54,0.0549,0.9166,0.1506,2.13,6.73,1.56,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0549,0.9166,0.1506,0.1171,-0.0372,0.9924,21.87,0
0.7111,CoreSystemMain,0.500,0,-0.1529,0.5349,0.2109,309.60,296.40,50.13,0.1677,0.5819,0.2665,301.69,37.33,309.89,0.0549,0.9169,0.1502,2.14,6.56,1.47,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0549,0.9169,0.1502,0.1141,-0.0374,0.9928,21.71,0
0.7222,CoreSystemMain,0.500,0,-0.1512,0.5343,0.2078,310.28,298.69,48.97,0.1670,0.5833,0.2652,300.65,37.20,309.80,0.0548,0.9170,0.1499,2.15,6.46,1.43,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0548,0.9170,0.1499,0.1124,-0.0376,0.9930,21.62,0
0.7333,CoreSystemMain,0.500,0,-0.1507,0.5343,0.2036,312.80,305.11,47.09,0.1660,0.5856,0.2636,299.13,37.35,309.30,0.0548,0.9171,0.1495,2.18,6.30,1.38,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0548,0.9171,0.1495,0.1097,-0.0380,0.9932,21.50,0
0.7445,CoreSystemMain,0.500,0,-0.1516,0.5346,0.2011,314.54,311.19,44.95,0.1650,0.5881,0.2619,297.49,37.79,308.20,0.0547,0.9172,0.1492,2.16,6.16,1.31,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0547,0.9172,0.1492,0.1072,-0.0377,0.9935,21.36,0
0.7555,CoreSystemMain,0.500,0,-0.1508,0.5343,0.2001,315.50,312.66,47.00,0.1640,0.5909,0.2599,295.84,38.71,306.48,0.0546,0.9173,0.1489,2.09,6.02,1.22,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0546,0.9173,0.1489,0.1049,-0.0364,0.9938,21.17,0
0.7667,CoreSystemMain,0.500,0,-0.1470,0.5336,0.1987,316.30,308.35,52.84,0.1630,0.5934,0.2579,294.84,39.39,305.38,0.0546,0.9176,0.1486,2.01,5.89,1.12,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0546,0.9176,0.1486,0.1026,-0.0350,0.9941,20.98,0
0.7781,CoreSystemMain,0.500,0,-0.1449,0.5309,0.1971,316.29,305.08,57.36,0.1620,0.5958,0.2559,294.14,39.75,305.45,0.0545,0.9178,0.1483,1.89,5.76,1.01,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0545,0.9178,0.1483,0.1002,-0.0331,0.9944,20.76,0
0.7894,CoreSystemMain,0.500,0,-0.1424,0.5293,0.1954,315.82,301.35,61.76,0.1609,0.5982,0.2540,293.54,40.01,305.16,0.0545,0.9181,0.1480,1.79,5.64,0.92,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0545,0.9181,0.1480,0.0982,-0.0313,0.9947,20.56,0
0.8003,CoreSystemMain,0.500,0,-0.1402,0.5281,0.1937,315.42,298.99,64.53,0.1600,0.6006,0.2524,292.94,40.41,303.92,0.0545,0.9182,0.1478,1.74,5.55,0.88,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0545,0.9182,0.1478,0.0968,-0.0304,0.9948,20.44,0
0.8111,CoreSystemMain,0.500,0,-0.1383,0.5273,0.1917,314.75,298.80,64.95,0.1593,0.6028,0.2512,292.58,41.15,302.64,0.0544,0.9184,0.1475,1.68,5.42,0.85,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0544,0.9184,0.1475,0.0944,-0.0293,0.9951,20.26,0
0.8222,CoreSystemMain,0.500,0,-0.1367,0.5267,0.1894,313.77,301.15,62.55,0.1587,0.6046,0.2497,292.25,41.52,302.30,0.0544,0.9186,0.1473,1.66,5.25,0.82,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0544,0.9186,0.1473,0.0914,-0.0290,0.9954,20.10,0
0.8333,CoreSystemMain,0.500,0,-0.1343,0.5261,0.1861,312.80,305.41,57.92,0.1576,0.6068,0.2482,291.55,40.87,301.74,0.0543,0.9187,0.1469,1.65,5.08,0.80,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0543,0.9187,0.1469,0.0885,-0.0288,0.9957,19.94,0
0.8443,CoreSystemMain,0.500,0,-0.1326,0.5255,0.1835,312.13,308.54,54.90,0.1568,0.6087,0.2469,290.95,40.30,301.66,0.0542,0.9187,0.1466,1.65,4.89,0.80,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0542,0.9187,0.1466,0.0853,-0.0287,0.9959,19.79,0
0.8557,CoreSystemMain,0.500,0,-0.1306,0.5271,0.1820,310.99,313.08,49.78,0.1558,0.6104,0.2455,290.43,39.32,302.35,0.0542,0.9188,0.1462,1.61,4.72,0.79,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0542,0.9188,0.1462,0.0822,-0.0281,0.9962,19.61,0
0.8665,CoreSystemMain,0.500,0,-0.1286,0.5278,0.1801,310.13,315.23,47.56,0.1550,0.6124,0.2441,289.79,39.13,302.15,0.0541,0.9189,0.1458,1.50,4.58,0.79,0.0000,1.0000,0.5000,0.00,0.00,0.00,0.0541,0.9189,0.1458,0.0799,-0.0262,0.9965,19.41,0
